target,target_label,model_name,target_transform,train_rmse,train_mae,train_normalised_rmse,train_r2,train_max_abs_error,validation_rmse,validation_mae,validation_normalised_rmse,validation_r2,validation_max_abs_error
area_average_p_rgh_top_0p01_mean_Pa,Area-average top 1% pressure [Pa],extra_trees,raw,2.8296884929839998e-11,2.377480136959626e-11,6.688588120418491e-15,1.0,8.640199666842818e-11,757.6633487494202,559.0740679506168,0.27594760083552644,-0.41141621822220364,2159.958536666664
area_average_p_rgh_top_0p01_mean_Pa,Area-average top 1% pressure [Pa],extra_trees,log1p,2.5081780087675204e-10,2.0614240991234042e-10,5.928627718186152e-14,1.0,8.121787686832249e-10,735.4160427102903,536.3876027817658,0.2678449379091956,-0.3297461580955048,2046.749531446414
area_average_p_rgh_top_0p01_mean_Pa,Area-average top 1% pressure [Pa],gradient_boosting,raw,478.7904384639708,366.1061018316182,0.11317259998124407,0.600844684555563,1802.273881643318,683.1658128669477,508.2049904582034,0.2488149484129718,-0.1475055520293338,2413.232587005452
area_average_p_rgh_top_0p01_mean_Pa,Area-average top 1% pressure [Pa],gradient_boosting,log1p,494.46905801063315,355.747087500851,0.11687858488751127,0.5742749355979522,2183.9832058230895,662.3078667573587,487.40525680572557,0.24121830249259305,-0.07850551995189514,2572.076354012267
area_average_p_rgh_top_0p01_mean_Pa,Area-average top 1% pressure [Pa],knn_distance,raw,0.0,0.0,0.0,1.0,0.0,635.7576953076044,474.10722463794514,0.2315484984491159,0.006230195991630771,1853.079098805304
area_average_p_rgh_top_0p01_mean_Pa,Area-average top 1% pressure [Pa],knn_distance,log1p,8.57636060194185e-13,5.846751654254539e-13,2.0272105491753786e-16,1.0,3.637978807091713e-12,631.5421536257323,452.68519871868574,0.2300131613957203,0.019365354441678195,2154.310655625264
area_average_p_rgh_top_0p01_mean_Pa,Area-average top 1% pressure [Pa],gaussian_process_matern,raw,681.3843439273666,531.9991436732407,0.16106010394895792,0.1915832924155325,2660.9698124560814,637.9639871356084,462.86670825720756,0.23235204917871846,-0.0006791993582204725,1930.3498198250727
area_average_p_rgh_top_0p01_mean_Pa,Area-average top 1% pressure [Pa],gaussian_process_matern,log1p,685.5351944203861,508.495973426225,0.16204124831753705,0.18170388213456723,2862.9611758369438,649.9342594914374,448.58779311422245,0.23671172678934982,-0.03858346866147655,2038.999853286663
area_average_p_rgh_top_0p01_mean_Pa,Area-average top 1% pressure [Pa],gaussian_process_rbf,raw,681.1875555350912,531.7813247799608,0.16101358870510432,0.19205017737668295,2662.8997736718743,637.9639871356084,462.86670825720756,0.23235204917871846,-0.0006791993582204725,1930.3498198250727
area_average_p_rgh_top_0p01_mean_Pa,Area-average top 1% pressure [Pa],gaussian_process_rbf,log1p,685.2762067302589,507.93675541559895,0.16198003090820684,0.1823220519702644,2867.296373930129,649.9342594914374,448.58779311422245,0.23671172678934982,-0.03858346866147655,2038.999853286663
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],poly2_ridge,raw,142.9617556120635,111.05241955431525,0.10397440704507623,0.7298814808849249,584.1397694865532,129.0290061036186,95.99183354213328,0.11860419764071388,0.6756088125097858,467.54297208409594
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],poly2_ridge,log1p,145.545497287516,111.26623871994383,0.10585353204261617,0.7200295707794581,617.7792168072981,131.37205300053887,96.05203669826902,0.1207579396994617,0.6637205586298582,483.49439390734165
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],poly3_ridge,raw,135.5306482977222,106.69426490230447,0.09856984990747648,0.7572330031068892,547.155654770828,122.37696548874956,88.72073064354133,0.11248960400301355,0.7081943451979592,440.14704364309273
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],poly3_ridge,log1p,135.880631742616,104.89089312161957,0.09882438875951165,0.755977580313557,561.094272664053,122.68977693799302,85.30060946221205,0.11277714206961352,0.7067006521425415,472.1207896884134
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],rbf_svr,raw,155.8477271014155,112.62611982509894,0.1133462228784016,0.6789922184659618,657.3173243079652,131.38537914034958,94.31965569510565,0.12077018916311044,0.6636523320316345,498.27890797451073
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],rbf_svr,log1p,115.43322146952903,77.46579499459848,0.08395322724047796,0.8238931510286223,628.2613248382652,139.7237717792837,104.38526917492779,0.1284348871904657,0.6196048728468989,391.4324934856959
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],kernel_ridge_rbf,raw,59.11682119904629,43.95911194022127,0.04299497025791952,0.9538111912878271,222.70339978763786,197.12433520146124,151.49291353054917,0.18119781216676953,0.2428623775527109,623.3219979913488
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],kernel_ridge_rbf,log1p,59.69487167471679,43.92477550021835,0.043415379584824096,0.9529034970858715,255.50233767223494,240.6852814055751,182.37177679406557,0.22123928213562433,-0.1287386831620958,761.7533362290069
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],random_forest,raw,92.07146739310664,70.14629301919508,0.06696249767627035,0.8879621556867646,426.38999964442246,155.9140693237976,112.24678257165942,0.14331710094858313,0.5263419126371065,603.3509472653718
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],random_forest,log1p,92.59476874107169,69.55239004582253,0.06734308860513527,0.8866849702275612,447.39934803123833,153.44697265683712,110.78927633702205,0.14104933163435665,0.5412131166636014,592.2668781909299
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],extra_trees,raw,1.8841031138698343e-11,1.5739826675580474e-11,1.370286082719785e-14,1.0,4.774847184307873e-11,157.4387463983118,114.81233527999842,0.14471859280335822,0.5170328529412257,429.86808703704173
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],extra_trees,log1p,1.5073000844024906e-10,1.3352436228277184e-10,1.0962416615812584e-13,1.0,3.269633452873677e-10,153.42260297844513,111.99207992226418,0.14102693088711596,0.5413588295543706,442.4394815350579
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],gradient_boosting,raw,99.96825660012314,77.52318128263481,0.07270573978912961,0.8679194553651836,384.7141849598934,151.8815517461101,111.83983029633755,0.1396103878131691,0.5505261863627605,581.0029588615469
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],gradient_boosting,log1p,100.55463272773004,76.4291652013489,0.07313220426497696,0.8663654416430979,413.37502684119227,150.82835677536167,109.89488536918199,0.13864228499476453,0.5567381621889678,599.2377736523913
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],knn_distance,raw,0.0,0.0,0.0,1.0,0.0,129.77674822461108,96.25716405148019,0.11929152645909802,0.6718381286896921,424.28889003189033
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],knn_distance,log1p,3.9348773237003236e-13,3.2382519082804335e-13,2.8617900974652995e-16,1.0,9.094947017729282e-13,129.27928255866365,94.73979098464761,0.11883425318431114,0.6743491544184406,455.78111758687555
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],gaussian_process_matern,raw,174.36148267272543,135.2206639376721,0.12681106002637232,0.5981946442723992,552.304042398827,230.26450987396606,189.2939870826045,0.21166044956435628,-0.03311426035691167,684.2258531195334
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],gaussian_process_matern,log1p,173.8786764724549,135.30290368900438,0.12645992074317108,0.6004167581204484,577.7297529028249,235.88910353030724,193.04817763292658,0.21683060810320195,-0.08420174866416197,708.7384124642258
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],gaussian_process_rbf,raw,175.32696649936503,136.05804476264055,0.1275132450824853,0.5937325277759329,553.1437319498104,230.26450987396606,189.2939870826045,0.21166044956435628,-0.03311426035691167,684.2258531195334
area_average_p_rgh_top_0p05_mean_Pa,Area-average top 5% pressure [Pa],gaussian_process_rbf,log1p,175.2643436214377,136.56070092571144,0.12746770019831627,0.5940226952867755,579.7679454426852,235.88910353030724,193.04817763292658,0.21683060810320195,-0.08420174866416197,708.7384124642258
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],poly2_ridge,raw,190.20159896862748,114.69254795621302,0.10395881380016732,0.5836468074168291,1115.529034153704,161.24628089825435,97.07141342509502,0.14534107422819126,0.5048962442015866,841.7514827600719
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],poly2_ridge,log1p,193.06153300854425,110.89923789412445,0.10552197284798115,0.5710318254760751,1170.8119872891784,163.17970823677115,93.783413633521,0.1470837898105711,0.4929519552704287,881.0149451537125
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],poly3_ridge,raw,175.13036823786803,104.76466636966761,0.09572130539974208,0.6470148024206305,1065.5707644081117,155.26627129098483,96.10943509677142,0.13995092807800574,0.5409383060297828,810.4713179432563
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],poly3_ridge,log1p,176.18971465847258,99.77652255358282,0.09630031418771587,0.6427315412911276,1107.180904212558,154.81602582361447,90.50683395565706,0.139545094470375,0.5435968456066491,864.4371323932269
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],rbf_svr,raw,211.48929054292583,91.41614267308627,0.11559406385383747,0.4852334330108574,1324.000192482014,165.78557728557922,58.846359622780774,0.14943261798038635,0.4766282228849529,982.3754585687759
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],rbf_svr,log1p,166.41531172623695,73.98064377161438,0.09095790203161355,0.6812720586544297,1228.0927466278586,149.95060076235083,72.27389956536588,0.1351595911208309,0.5718329646048792,855.0201874412169
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],kernel_ridge_rbf,raw,78.4618309440291,42.91170172002235,0.042885017359270146,0.9291482716713451,459.9895070316611,249.72566471246424,144.14294202752143,0.22509292102408796,-0.1875260995510144,1033.6963687474392
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],kernel_ridge_rbf,log1p,78.44486609852302,41.830991770559415,0.042875744854597844,0.9291789071705374,566.7577677310865,295.9812441121628,182.31120566508235,0.2667858863535746,-0.6681887592142999,1126.5225598906547
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],random_forest,raw,120.41784327448907,64.34997656143723,0.06581698689744025,0.8331157846544223,793.8564125288269,194.03647847994367,104.55957537020406,0.17489687244027244,0.28305873794077807,1026.014822983857
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],random_forest,log1p,123.26610213755689,63.542463630075495,0.06737376462384193,0.8251277498766261,887.8782417373561,185.13159370009967,99.32865962054593,0.1668703585103328,0.34735368939612576,1008.657510374281
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],extra_trees,raw,1.9245893309567522e-11,1.5983772776347555e-11,1.0519260878123489e-14,1.0,4.7975845518521965e-11,183.14924982230096,92.52755396635847,0.16508355147773685,0.3612556140654144,775.3714339814617
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],extra_trees,log1p,1.5686015934556438e-10,1.404466643405443e-10,8.573532602509738e-14,1.0,3.41970007866621e-10,175.79447365708467,88.89050669297055,0.1584542446645463,0.4115260476871554,801.2450452173321
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],gradient_boosting,raw,122.60672029975974,71.40323357551793,0.06701336516310936,0.8269936185756566,679.3255246282524,199.1571452757795,108.08078078748647,0.17951244067989605,0.24471894251398085,991.4406533371591
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],gradient_boosting,log1p,124.24378854910347,69.37458662115543,0.06790814036076562,0.8223427466064092,788.0466941516456,191.46337841717224,104.6793543283023,0.1725775809494144,0.3019472481113311,1011.271386171366
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],knn_distance,raw,0.0,0.0,0.0,1.0,0.0,151.12936478722733,83.2488381859794,0.136222082786888,0.5650748502160419,743.3066257905775
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],knn_distance,log1p,4.1022534204119596e-13,3.4271775569723317e-13,2.2421756799428857e-16,1.0,9.094947017729282e-13,148.84628080752302,79.18669384179756,0.13416420042014504,0.5781162644942499,806.2133742219194
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],gaussian_process_matern,raw,223.22716329183325,159.10504699871547,0.12200965307143916,0.42650761873327514,1009.4314792643199,230.2510600653881,189.26284066893416,0.2075392761039835,-0.0095319878262079,642.4103789115641
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],gaussian_process_matern,log1p,222.97816446461923,160.3006028272694,0.12187355735586596,0.4277863097822088,1059.5419547026447,234.21961274485756,192.7142652105742,0.2111163738599883,-0.04463199900169035,668.4502182459735
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],gaussian_process_rbf,raw,223.32269456472943,159.22232901625796,0.12206186776292945,0.4260166553625899,1009.943141251636,230.2510600653881,189.26284066893416,0.2075392761039835,-0.0095319878262079,642.4103789115641
area_average_p_rgh_rolling_0p025s_peak_mean_Pa,Area-average 0.025 s rolling peak pressure [Pa],gaussian_process_rbf,log1p,223.4256912736189,160.61174869741288,0.1221181628505603,0.42548708958505344,1057.7363103110506,234.21961274485756,192.7142652105742,0.2111163738599883,-0.04463199900169035,668.4502182459735
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],poly2_ridge,raw,63.55995075578612,37.49400333836179,0.05635223458461782,0.9210247966425452,451.11560533945294,54.150087785488125,30.616432194767537,0.07010041008530654,0.9201994899959478,319.395494506447
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],poly2_ridge,log1p,65.35648224014086,38.01536909061997,0.05794503889678595,0.9164972100846007,469.2644630673492,55.415675857647365,32.2967313285356,0.07173878679872732,0.9164257273623365,324.1944589313007
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],poly3_ridge,raw,55.3522832435141,29.62370942407593,0.049075318861048066,0.9401044263653853,431.9967960101278,48.666827953801146,23.78324474954711,0.06300201415420045,0.9355425058863376,309.30744745201173
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],poly3_ridge,log1p,55.879935021941776,29.13724005237864,0.0495431347804026,0.9389570612186108,438.14251488162495,49.036277357800095,23.116425324439366,0.06348028770435044,0.9345601458774674,323.4528764826978
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],rbf_svr,raw,67.7667421546327,32.1758705874053,0.060081974663668686,0.9102247001922089,511.9665914697589,48.116507560541336,19.109931589770085,0.06228959268226041,0.9369920236071734,334.10296111931984
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],rbf_svr,log1p,50.65244314867689,25.992538692329674,0.04490844194586498,0.9498438209231512,499.5040651013444,47.63514189512349,24.63109592925121,0.06166643708036274,0.938246402422695,293.7263692930387
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],kernel_ridge_rbf,raw,25.740277017929383,12.661511815266083,0.02282132241355389,0.9870476049579441,175.2640504173512,87.25395727393737,45.003495064807126,0.11295527738937512,0.7928057958960799,395.89030516309117
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],kernel_ridge_rbf,log1p,26.93624330929989,15.10582346995773,0.02388166579338999,0.985816033354479,199.92819472764018,152.32571106135163,98.77264824311798,0.19719441368658913,0.36852848453583154,502.9838373443522
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],random_forest,raw,41.28510600057886,22.59520368857895,0.036603363447125406,0.9666795807870632,321.8950292063314,76.43243621971064,46.87554976407461,0.09894619458505563,0.8410125872312596,396.1606520796713
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],random_forest,log1p,41.600684554990174,22.493495145893313,0.03688315530530966,0.9661682390819804,341.4264146460714,73.98842307783771,45.90141552340814,0.09578227868933505,0.8510176297601905,383.86626155139356
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],extra_trees,raw,1.626504319477615e-11,1.3674571031722194e-11,1.44205827528513e-14,1.0,3.7971403799019754e-11,60.057942383615334,25.69973940572338,0.07774846841706179,0.9018369068212887,282.0234155959629
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],extra_trees,log1p,1.351863614374057e-10,1.2145135043434656e-10,1.1985619028611528e-13,1.0,2.914930519182235e-10,57.768647022787874,24.645029782008034,0.07478484360751159,0.9091778603009788,290.8650172419982
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],gradient_boosting,raw,37.70952993102798,20.23184679621429,0.033433258702698206,0.9722012104190505,271.9433361533438,78.87289764028185,48.75715557336729,0.10210551257281444,0.8306976721950619,385.0681030237979
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],gradient_boosting,log1p,37.71973703687563,19.70142041755246,0.03344230831989138,0.9721861593913729,287.45825072911066,78.5501707183439,48.83170172290803,0.10168772396897988,0.8320803178901075,393.0703881904942
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],knn_distance,raw,0.0,0.0,0.0,1.0,0.0,51.2746166783328,26.764880367034145,0.06637794698241091,0.9284495809646307,284.7985547412127
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],knn_distance,log1p,3.703512529354865e-13,3.069213169977156e-13,3.283533173950386e-16,1.0,9.094947017729282e-13,50.35476759052286,25.86008948151561,0.06518714931413173,0.9309937338940972,297.5903787771085
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],gaussian_process_matern,raw,0.011945271536277745,0.006815056396149585,1.059067440715414e-05,0.9999999972105685,0.062167844739406064,77.1910350123236,35.45870299386097,0.09992824445103272,0.8378409970979004,401.44901641694037
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],gaussian_process_matern,log1p,0.012265320844958339,0.006730706429423758,1.0874430034824632e-05,0.9999999970590917,0.07311313251625506,74.19100822462896,35.047469921016535,0.09604453683974684,0.8502006658702581,370.53030208469477
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],gaussian_process_rbf,raw,154.0381205182518,123.80565940158165,0.1365701546209575,0.5361473194157662,494.6101540679988,196.11012423059807,168.13058530612247,0.2538758604585227,-0.046664191892467066,386.6680534322825
area_average_p_rgh_rolling_0p05s_peak_mean_Pa,Area-average 0.050 s rolling peak pressure [Pa],gaussian_process_rbf,log1p,154.10840731925774,124.3274543404408,0.13663247087909478,0.5357239156612484,470.4368935686068,200.71460104234671,170.8656342093973,0.2598366211134364,-0.09639051543236565,404.7729013500175
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],poly2_ridge,raw,784.2665554766818,517.1503679073882,0.11670349611691212,0.35944294421107725,4656.71024004844,686.7480781769491,478.877596688562,0.16844579950726843,0.24913538395931667,3138.2939750238693
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],poly2_ridge,log1p,792.1905154531846,502.75445679269046,0.11788262816824166,0.34643361658656613,4895.739166799231,695.47920991384,466.4567319891373,0.17058737443519262,0.2299214303811804,3317.595312124672
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],poly3_ridge,raw,738.8054149839924,493.21738228160496,0.10993860987267559,0.4315522278999735,4507.370954661896,680.1339719842081,476.21945122242323,0.16682348931657986,0.2635289676510285,3023.535127285796
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],poly3_ridge,log1p,745.1533654965998,471.846922273634,0.11088322240629071,0.421741848593405,4750.355032488719,679.1794502451319,450.61366076362737,0.16658936390349888,0.2655946910199466,3238.959476487923
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],rbf_svr,raw,881.4924138371833,453.39871522955343,0.1311712781540305,0.1907781754024379,5438.202223071756,733.4414567339657,352.3289344545037,0.1798987670985452,0.14355862138661124,3596.5963014443305
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],rbf_svr,log1p,659.8339248434619,334.0900704034619,0.09818718565522892,0.5465810046614074,4867.424080131967,669.1809518362569,396.65610293314165,0.16413692885216824,0.28705853512030777,2995.282166228031
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],kernel_ridge_rbf,raw,299.3556183035095,188.3661372256299,0.04454588429698528,0.9066734405140915,1550.0994547484606,1095.094360681537,736.8354818571152,0.26860511297036793,-0.9092808583769636,3678.1878058442016
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],kernel_ridge_rbf,log1p,296.77011865140724,179.41531911185717,0.044161146676207866,0.9082785800242325,1945.6091393681236,1298.5366043657025,867.7917273706138,0.31850549490067154,-1.6845724337821113,4674.536259157379
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],random_forest,raw,485.43754047664265,296.85120884503476,0.07223597350212858,0.7545872362422004,3038.380113784573,757.1013780739273,490.96202158874206,0.1857020805595288,0.08741188838689118,3553.019383648526
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],random_forest,log1p,498.9505975877301,291.28965802407146,0.07424679622187708,0.740734026393479,3415.9636096027543,731.5169539285899,467.77835783077154,0.17942672440340426,0.14804721800043608,3557.336279333799
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],extra_trees,raw,6.374159229730813e-11,5.464657815987836e-11,9.485125455379528e-15,1.0,2.0190782379359007e-10,759.8676654650898,505.5630258703649,0.18638059646088845,0.08073089950483914,2332.3530251851416
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],extra_trees,log1p,5.97566435684283e-10,5.344209428734089e-10,8.89214154543292e-14,1.0,1.622538547962904e-09,726.3179527251858,479.05844327790413,0.17815151164027365,0.1601140980675816,2633.2547903223767
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],gradient_boosting,raw,504.8514466779786,330.621888376661,0.0751248774228174,0.7345653354431951,2842.1033018936287,746.0095565845883,484.269447493677,0.18298147485543506,0.11395553820048177,3330.4903291799556
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],gradient_boosting,log1p,512.5250670412779,316.33427433735017,0.07626675746094634,0.7264349254540469,3392.515241417612,717.5098563764383,452.4813644945209,0.17599105880647695,0.18036126168680877,3447.760334482622
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],knn_distance,raw,0.0,0.0,0.0,1.0,0.0,667.800033160929,455.52494714065443,0.16379821665520425,0.28999794444193416,2505.139215137623
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],knn_distance,log1p,2.7413801209511745e-12,2.377148688453149e-12,4.0793355532794713e-16,1.0,6.366462912410498e-12,661.0798259383514,434.0053993908607,0.1621498819682451,0.3042158333891085,2809.675885196224
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],gaussian_process_matern,raw,792.9784964804062,520.991030104704,0.1179998843996956,0.345132782934097,4520.034614031592,792.6864581224457,578.1549735989635,0.19443040095791275,-0.0003906210722495196,2768.3148960155486
maximum_p_rgh_top_0p01_mean_Pa,Local maximum top 1% pressure [Pa],gaussian_process_matern,log1p,792.318399301997,501.00628289145646,0.11790165804035475,0.3462225882312152,4715.950134644414,795.4690863239958,576.2623975033523,0.19511292493873822,-0.007426444810179955,2852.2764625502805
